B,G,R,TONE
40,89,73,dark
47,93,141,dark
78,86,126,dark
82,88,129,dark
57,75,138,dark
90,83,64,dark
86,88,52,dark
44,94,154,dark
78,86,126,dark
92,103,153,dark
43,97,150,dark
55,102,153,dark
61,108,162,dark
90,78,68,dark
82,91,129,dark
71,67,49,dark
49,98,144,dark
66,81,143,dark
46,100,155,dark
42,88,135,dark
47,89,142,dark
72,82,122,dark
50,96,143,dark
51,104,161,dark
64,71,56,dark
36,88,135,dark
55,59,48,dark
52,95,144,dark
40,102,162,dark
52,105,162,dark
41,92,142,dark
48,89,134,dark
60,56,62,dark
49,93,140,dark
46,106,160,dark
62,105,154,dark
93,97,68,dark
89,78,58,dark
81,88,127,dark
41,95,150,dark
64,100,148,dark
83,92,130,dark
43,93,61,dark
71,82,120,dark
41,93,153,dark
53,93,141,dark
57,94,144,dark
66,102,156,dark
52,105,162,dark
50,100,146,dark
73,79,122,dark
36,40,118,dark
50,89,67,dark
46,96,156,dark
64,110,158,dark
52,98,145,dark
37,88,150,dark
79,88,126,dark
49,89,137,dark
52,73,134,dark
57,102,153,dark
62,89,139,dark
84,110,146,dark
47,61,119,dark
69,81,129,dark
60,58,47,dark
57,100,151,dark
50,92,145,dark
84,114,85,dark
49,74,138,dark
50,75,131,dark
44,103,148,dark
32,102,85,dark
72,85,123,dark
80,87,126,dark
57,102,153,dark
55,102,80,dark
78,88,128,dark
84,83,49,dark
81,89,129,dark
79,86,73,dark
69,67,49,dark
53,95,142,dark
54,99,156,dark
35,83,65,dark
44,104,158,dark
79,85,128,dark
78,77,57,dark
54,99,150,dark
82,91,129,dark
60,63,47,dark
47,97,150,dark
47,93,140,dark
54,95,68,dark
68,83,145,dark
58,78,65,dark
48,99,162,dark
73,74,48,dark
48,95,147,dark
81,89,129,dark
79,91,127,dark
92,98,151,dark
53,94,143,dark
52,94,141,dark
76,89,127,dark
46,73,57,dark
73,82,125,dark
92,88,147,dark
61,96,136,dark
38,85,129,dark
72,86,134,dark
63,76,50,dark
85,92,85,dark
79,95,132,dark
39,89,141,dark
36,91,142,dark
91,95,146,dark
93,94,98,dark
68,68,68,dark
86,94,147,dark
57,102,153,dark
53,94,143,dark
47,77,132,dark
84,93,131,dark
50,71,132,dark
55,100,151,dark
51,103,163,dark
44,91,135,dark
49,69,126,dark
57,109,156,dark
34,81,125,dark
57,98,147,dark
68,108,90,dark
68,99,150,dark
59,100,149,dark
79,79,61,dark
47,104,155,dark
58,102,156,dark
52,94,141,dark
43,67,119,dark
39,90,153,dark
44,93,149,dark
33,78,121,dark
78,86,126,dark
44,98,159,dark
83,91,131,dark
39,97,79,dark
42,93,155,dark
61,101,153,dark
71,72,70,dark
33,78,61,dark
55,99,146,dark
58,105,157,dark
41,89,147,dark
54,105,161,dark
72,73,57,dark
51,103,156,dark
48,100,160,dark
46,63,120,dark
59,76,132,dark
51,93,140,dark
40,77,69,dark
39,87,151,dark
79,91,69,dark
47,78,51,dark
60,105,156,dark
63,86,134,dark
77,86,124,dark
75,78,122,dark
64,106,159,dark
50,105,150,dark
57,102,153,dark
48,101,151,dark
52,95,144,dark
43,89,136,dark
48,100,153,dark
39,90,140,dark
78,84,131,dark
60,60,60,dark
47,103,158,dark
50,98,146,dark
50,95,139,dark
52,95,144,dark
60,104,157,dark
70,81,119,dark
47,90,133,dark
43,93,153,dark
63,66,50,dark
57,104,156,dark
44,97,148,dark
58,106,154,dark
45,96,152,dark
80,89,133,dark
40,91,154,dark
73,76,50,dark
70,82,122,dark
57,104,158,dark
84,93,131,dark
60,58,47,dark
53,89,83,dark
76,84,124,dark
80,89,127,dark
51,74,136,dark
45,96,152,dark
68,89,50,dark
84,93,137,dark
81,89,129,dark
47,49,49,dark
49,100,156,dark
70,83,139,dark
65,88,134,dark
60,78,125,dark
64,100,148,dark
47,100,157,dark
89,91,61,dark
47,102,159,dark
81,90,128,dark
52,106,153,dark
57,56,46,dark
51,74,136,dark
56,56,56,dark
40,101,157,dark
79,87,127,dark
49,103,156,dark
49,105,152,dark
47,102,153,dark
57,74,131,dark
92,87,149,dark
75,87,127,dark
53,53,53,dark
79,90,128,dark
79,87,127,dark
60,105,89,dark
56,97,142,dark
74,82,122,dark
92,87,148,dark
69,68,54,dark
53,94,143,dark
31,86,67,dark
77,85,125,dark
86,95,133,dark
50,70,128,dark
79,91,131,dark
78,84,129,dark
47,104,156,dark
43,112,91,dark
47,71,125,dark
79,83,54,dark
36,86,68,dark
61,108,159,dark
43,90,134,dark
77,84,127,dark
81,87,132,dark
36,67,46,dark
80,89,127,dark
73,85,125,dark
42,93,149,dark
60,77,134,dark
50,92,135,dark
33,90,141,dark
47,92,83,dark
61,62,66,dark
53,103,156,dark
83,91,131,dark
51,103,163,dark
54,95,144,dark
54,102,150,dark
79,87,127,dark
57,103,151,dark
53,99,147,dark
44,102,154,dark
63,78,46,dark
48,90,133,dark
74,84,124,dark
55,105,158,dark
57,98,147,dark
32,75,124,dark
87,93,134,dark
51,86,136,dark
54,54,54,dark
53,103,156,dark
57,106,84,dark
41,94,151,dark
76,84,124,dark
65,68,46,dark
54,71,134,dark
51,99,141,dark
42,82,130,dark
83,91,131,dark
50,70,135,dark
47,107,161,dark
39,91,73,dark
56,97,146,dark
49,104,149,dark
81,86,125,dark
83,92,130,dark
47,101,154,dark
48,90,135,dark
69,78,122,dark
68,77,120,dark
47,89,148,dark
49,103,158,dark
56,105,161,dark
50,99,161,dark
84,77,60,dark
88,96,149,dark
33,84,146,dark
75,89,125,dark
42,67,123,dark
53,97,144,dark
73,76,54,dark
76,86,126,dark
80,78,54,dark
55,109,162,dark
62,93,132,dark
63,63,63,dark
59,103,156,dark
78,78,148,dark
63,107,160,dark
69,73,54,dark
83,90,129,dark
57,101,154,dark
70,82,130,dark
43,90,68,dark
37,64,115,dark
44,99,156,dark
44,96,156,dark
88,89,55,dark
45,102,153,dark
40,109,94,dark
73,81,121,dark
74,81,124,dark
45,95,155,dark
81,87,128,dark
50,93,144,dark
41,86,67,dark
55,96,141,dark
93,99,152,dark
82,91,129,dark
66,69,54,dark
51,93,140,dark
47,88,137,dark
84,93,131,dark
50,103,154,dark
50,69,130,dark
50,92,139,dark
76,88,128,dark
56,95,150,dark
84,112,142,dark
45,67,125,dark
61,64,48,dark
68,87,130,dark
75,72,51,dark
54,107,164,dark
92,100,153,dark
75,83,130,dark
37,101,89,dark
62,63,47,dark
54,95,144,dark
52,104,157,dark
66,67,57,dark
79,98,149,dark
68,68,50,dark
54,92,80,dark
43,91,149,dark
74,83,126,dark
52,101,147,dark
38,77,52,dark
51,102,164,dark
90,91,59,dark
78,76,52,dark
71,86,132,dark
47,99,159,dark
76,99,149,dark
45,97,150,dark
59,104,155,dark
60,99,144,dark
92,94,48,dark
72,98,145,dark
77,83,128,dark
60,76,129,dark
85,84,58,dark
46,90,137,dark
54,95,144,dark
50,92,139,dark
48,105,157,dark
68,77,90,dark
66,66,48,dark
71,72,62,dark
51,68,131,dark
50,49,59,dark
55,91,137,dark
40,87,149,dark
93,91,83,dark
44,101,157,dark
54,108,79,dark
65,81,128,dark
49,108,158,dark
69,78,121,dark
54,96,143,dark
69,44,148,dark
39,35,164,dark
41,95,155,dark
84,92,132,dark
46,102,151,dark
38,91,142,dark
51,92,141,dark
54,110,159,dark
53,100,161,dark
85,91,132,dark
58,99,148,dark
62,102,150,dark
72,87,126,dark
48,107,163,dark
49,49,49,dark
55,93,141,dark
59,104,155,dark
57,98,147,dark
36,61,51,dark
66,75,54,dark
93,97,150,dark
49,70,122,dark
92,89,145,dark
70,80,120,dark
44,63,114,dark
89,93,52,dark
53,102,152,dark
70,74,62,dark
71,72,56,dark
52,109,164,dark
55,105,157,dark
55,102,158,dark
52,100,158,dark
50,50,50,dark
47,99,145,dark
46,91,142,dark
45,102,154,dark
64,102,156,dark
43,96,153,dark
49,93,146,dark
44,98,158,dark
42,95,152,dark
36,95,74,dark
77,83,126,dark
43,91,143,dark
51,91,139,dark
71,84,130,dark
90,89,61,dark
46,100,155,dark
79,85,132,dark
51,100,148,dark
49,107,159,dark
47,103,152,dark
55,96,151,dark
36,92,79,dark
46,94,142,dark
53,108,159,dark
53,85,134,dark
82,91,128,dark
39,66,123,dark
55,102,158,dark
48,90,137,dark
47,101,154,dark
81,88,127,dark
53,73,131,dark
48,101,151,dark
46,86,134,dark
93,88,150,dark
48,72,130,dark
48,98,156,dark
51,92,141,dark
47,101,156,dark
51,103,163,dark
46,95,151,dark
75,85,125,dark
76,85,123,dark
48,96,148,dark
51,92,141,dark
37,76,51,dark
58,95,145,dark
76,87,125,dark
46,104,156,dark
64,105,160,dark
55,105,158,dark
48,104,151,dark
91,89,49,dark
48,93,137,dark
55,104,160,dark
81,87,130,dark
51,70,131,dark
77,85,125,dark
61,59,49,dark
43,87,141,dark
54,71,128,dark
52,106,161,dark
48,63,119,dark
52,101,157,dark
53,53,53,dark
78,86,126,dark
82,85,46,dark
47,103,152,dark
80,86,127,dark
79,64,55,dark
44,91,152,dark
93,95,53,dark
91,98,55,dark
40,100,76,dark
81,92,130,dark
46,77,128,dark
61,60,46,dark
53,76,121,dark
47,101,156,dark
68,87,138,dark
31,60,51,dark
59,104,155,dark
70,86,129,dark
80,88,128,dark
38,91,148,dark
51,98,160,dark
74,87,125,dark
76,76,58,dark
44,101,157,dark
78,93,142,dark
49,87,75,dark
48,72,124,dark
79,87,127,dark
53,73,131,dark
64,82,145,dark
68,70,51,dark
47,102,153,dark
32,74,57,dark
81,78,50,dark
83,81,46,dark
59,107,159,dark
54,54,54,dark
81,87,130,dark
49,98,144,dark
73,88,137,dark
41,60,51,dark
84,92,132,dark
39,92,142,dark
43,74,53,dark
64,83,134,dark
51,100,162,dark
85,94,132,dark
83,105,157,dark
73,85,125,dark
80,88,128,dark
80,88,128,dark
74,87,125,dark
69,84,123,dark
84,90,131,dark
59,59,59,dark
62,78,137,dark
62,111,157,dark
76,81,126,dark
36,87,150,dark
43,91,149,dark
55,102,158,dark
49,93,140,dark
57,54,46,dark
56,55,64,dark
89,90,51,dark
53,94,143,dark
72,82,122,dark
50,101,151,dark
59,89,144,dark
50,97,149,dark
72,81,125,dark
51,108,153,dark
45,96,152,dark
83,84,74,dark
53,99,163,dark
57,94,144,dark
61,100,152,dark
54,108,163,dark
86,84,54,dark
52,63,120,dark
79,85,128,dark
45,100,157,dark
46,49,47,dark
48,105,150,dark
77,89,125,dark
73,105,154,dark
74,83,127,dark
68,91,129,dark
77,83,124,dark
79,87,127,dark
48,69,131,dark
70,87,130,dark
77,78,58,dark
56,97,146,dark
81,90,128,dark
61,61,61,dark
45,96,159,dark
39,86,142,dark
47,93,140,dark
46,98,158,dark
36,85,57,dark
48,95,149,dark
54,75,130,dark
73,72,46,dark
54,68,134,dark
50,94,141,dark
63,63,47,dark
53,53,53,dark
38,90,60,dark
50,107,152,dark
52,95,146,dark
52,104,157,dark
56,100,147,dark
52,72,130,dark
55,105,157,dark
57,98,147,dark
62,89,139,dark
66,74,51,dark
81,89,129,dark
41,83,136,dark
82,94,134,dark
74,82,122,dark
80,89,127,dark
72,88,147,dark
34,58,46,dark
47,47,47,dark
76,113,109,dark
54,108,161,dark
71,80,124,dark
52,101,145,dark
39,90,153,dark
70,70,70,dark
47,99,146,dark
51,101,154,dark
67,107,160,dark
32,66,49,dark
53,99,146,dark
92,96,60,dark
35,102,75,dark
50,107,152,dark
52,55,53,dark
67,98,143,dark
89,97,144,dark
80,87,130,dark
54,95,140,dark
92,90,56,dark
44,95,151,dark
62,89,139,dark
57,54,46,dark
46,103,159,dark
59,106,157,dark
47,103,150,dark
75,77,58,dark
40,102,86,dark
32,74,119,dark
42,96,61,dark
55,70,126,dark
57,108,158,dark
78,91,143,dark
51,93,140,dark
50,71,133,dark
67,64,49,dark
56,89,134,dark
74,80,63,dark
92,86,67,dark
87,85,61,dark
45,101,156,dark
47,88,137,dark
48,49,47,dark
57,72,128,dark
44,93,139,dark
35,91,70,dark
44,58,46,dark
93,91,61,dark
80,86,129,dark
44,100,147,dark
57,109,155,dark
78,71,56,dark
45,109,80,dark
85,95,135,dark
68,77,121,dark
48,93,136,dark
52,70,133,dark
34,75,54,dark
63,86,131,dark
44,84,132,dark
41,91,67,dark
47,102,147,dark
88,86,46,dark
59,100,149,dark
58,103,154,dark
50,95,139,dark
31,101,78,dark
50,103,160,dark
79,78,52,dark
79,84,129,dark
73,81,121,dark
54,77,139,dark
49,67,130,dark
54,103,153,dark
77,85,125,dark
81,88,131,dark
55,108,158,dark
70,79,123,dark
41,102,146,dark
82,89,128,dark
42,87,131,dark
48,94,141,dark
75,82,125,dark
47,91,138,dark
59,74,130,dark
58,100,147,dark
50,92,139,dark
79,87,127,dark
46,100,153,dark
58,83,147,dark
77,98,149,dark
89,84,145,dark
72,81,124,dark
72,83,121,dark
51,93,138,dark
70,80,120,dark
51,51,51,dark
58,105,156,dark
50,101,164,dark
86,76,58,dark
57,102,153,dark
70,65,50,dark
55,96,145,dark
41,93,146,dark
64,81,144,dark
45,91,48,dark
61,84,132,dark
60,63,47,dark
55,108,159,dark
78,90,130,dark
81,86,47,dark
70,86,123,dark
58,103,154,dark
77,83,130,dark
49,92,135,dark
60,60,60,dark
56,56,56,dark
40,61,46,dark
88,83,68,dark
55,74,131,dark
43,79,49,dark
59,79,134,dark
54,98,85,dark
37,82,126,dark
80,88,128,dark
63,68,47,dark
89,97,150,dark
46,92,146,dark
78,85,128,dark
49,92,141,dark
53,53,53,dark
78,84,129,dark
64,80,139,dark
66,69,53,dark
74,80,127,dark
49,93,140,dark
51,51,51,dark
78,87,125,dark
68,83,145,dark
49,108,88,dark
52,52,52,dark
51,52,50,dark
48,94,72,dark
80,89,127,dark
76,91,130,dark
54,98,162,dark
88,96,149,dark
52,93,138,dark
50,102,148,dark
76,82,127,dark
81,89,129,dark
40,59,110,dark
42,95,62,dark
54,106,159,dark
57,97,149,dark
36,75,49,dark
48,102,155,dark
53,102,158,dark
78,87,125,dark
51,107,96,dark
64,93,137,dark
81,90,128,dark
77,92,131,dark
49,95,142,dark
65,90,140,dark
58,87,131,dark
78,84,127,dark
77,88,126,dark
50,70,135,dark
91,90,56,dark
85,93,133,dark
50,105,156,dark
48,73,137,dark
52,95,144,dark
55,100,151,dark
42,106,84,dark
52,94,141,dark
67,106,84,dark
84,93,131,dark
78,81,65,dark
79,82,50,dark
73,81,121,dark
78,87,125,dark
82,90,130,dark
54,99,156,dark
57,97,149,dark
41,98,73,dark
50,83,62,dark
56,103,157,dark
49,73,127,dark
49,101,161,dark
75,83,123,dark
69,78,121,dark
93,99,152,dark
62,92,151,dark
89,95,48,dark
45,100,151,dark
54,89,139,dark
45,102,147,dark
48,101,152,dark
61,53,54,dark
51,98,152,dark
47,65,124,dark
61,61,61,dark
59,102,153,dark
54,107,164,dark
35,60,46,dark
48,94,141,dark
49,106,158,dark
73,85,125,dark
87,95,135,dark
48,69,130,dark
45,96,159,dark
89,98,136,dark
51,68,125,dark
46,82,142,dark
50,98,162,dark
53,71,124,dark
75,86,124,dark
48,106,158,dark
69,78,121,dark
76,81,126,dark
62,109,160,dark
66,69,54,dark
65,98,147,dark
91,97,150,dark
79,88,126,dark
42,79,69,dark
52,98,145,dark
71,86,125,dark
88,96,149,dark
53,93,142,dark
76,83,126,dark
91,90,62,dark
43,99,146,dark
34,62,49,dark
56,58,46,dark
59,94,144,dark
75,88,126,dark
66,66,66,dark
35,75,47,dark
57,97,149,dark
89,85,60,dark
58,99,148,dark
47,101,154,dark
63,92,137,dark
41,89,141,dark
85,94,132,dark
89,91,69,dark
40,80,68,dark
59,101,154,dark
51,106,151,dark
73,83,123,dark
47,106,151,dark
51,103,156,dark
52,91,146,dark
71,77,124,dark
57,102,153,dark
58,80,55,dark
54,99,150,dark
64,65,56,dark
71,82,120,dark
45,100,157,dark
49,107,159,dark
77,83,126,dark
47,96,158,dark
75,86,124,dark
63,80,136,dark
51,51,51,dark
76,84,124,dark
92,50,67,dark
43,90,146,dark
77,85,125,dark
53,103,155,dark
71,74,48,dark
78,88,128,dark
49,100,163,dark
38,80,122,dark
61,109,161,dark
76,92,129,dark
48,100,160,dark
80,89,127,dark
77,80,84,dark
68,69,53,dark
55,109,164,dark
84,94,134,dark
54,94,143,dark
41,85,56,dark
72,87,126,dark
79,84,129,dark
74,87,125,dark
79,86,125,dark
54,101,155,dark
70,81,119,dark
67,96,135,dark
44,92,140,dark
51,106,151,dark
46,95,151,dark
84,93,130,dark
80,89,127,dark
40,64,46,dark
41,99,148,dark
73,83,123,dark
52,75,131,dark
51,104,161,dark
67,85,146,dark
82,91,129,dark
79,84,129,dark
40,101,81,dark
69,84,123,dark
53,96,147,dark
79,96,147,dark
72,86,134,dark
55,103,151,dark
45,103,155,dark
81,90,134,dark
55,102,153,dark
40,92,145,dark
38,88,141,dark
46,64,127,dark
48,67,128,dark
84,108,150,dark
44,92,63,dark
81,89,129,dark
40,88,146,dark
80,87,126,dark
49,50,48,dark
50,102,162,dark
47,89,134,dark
75,90,129,dark
58,56,46,dark
81,89,129,dark
52,98,146,dark
39,98,148,dark
47,91,138,dark
55,96,81,dark
33,86,59,dark
82,83,51,dark
54,103,159,dark
75,82,125,dark
50,106,161,dark
44,95,145,dark
34,62,49,dark
89,91,79,dark
37,94,149,dark
58,58,58,dark
51,86,136,dark
65,65,65,dark
57,57,57,dark
51,105,152,dark
68,68,68,dark
41,36,111,dark
63,59,64,dark
71,71,53,dark
45,99,154,dark
43,95,155,dark
49,66,129,dark
57,76,143,dark
82,91,129,dark
73,81,121,dark
74,82,122,dark
93,89,148,dark
83,90,53,dark
49,95,142,dark
66,66,52,dark
85,83,53,dark
55,93,141,dark
55,102,156,dark
81,89,129,dark
54,99,150,dark
68,65,50,dark
56,102,156,dark
55,105,158,dark
78,77,51,dark
55,96,145,dark
51,93,140,dark
69,71,52,dark
76,82,127,dark
78,88,128,dark
49,101,148,dark
71,71,47,dark
79,85,130,dark
38,92,152,dark
50,108,160,dark
53,53,53,dark
41,101,147,dark
65,95,152,dark
52,101,149,dark
45,97,150,dark
44,98,153,dark
82,75,58,dark
55,75,133,dark
40,90,150,dark
46,96,156,dark
51,97,144,dark
59,109,162,dark
55,89,65,dark
52,52,52,dark
53,105,151,dark
83,92,130,dark
52,71,132,dark
70,69,48,dark
62,84,136,dark
51,91,140,dark
80,76,51,dark
50,72,124,dark
55,93,141,dark
32,76,117,dark
49,94,145,dark
58,56,46,dark
38,85,59,dark
76,85,123,dark
78,87,131,dark
41,83,60,dark
90,92,73,dark
47,98,154,dark
46,70,122,dark
60,102,147,dark
46,104,163,dark
52,113,99,dark
42,96,149,dark
67,77,117,dark
74,85,129,dark
61,90,94,dark
35,92,144,dark
51,93,138,dark
41,92,155,dark
55,100,151,dark
46,90,137,dark
44,92,140,dark
76,73,52,dark
76,86,126,dark
64,97,147,dark
45,85,138,dark
48,95,46,dark
62,62,48,dark
51,92,141,dark
68,82,130,dark
54,101,157,dark
77,75,51,dark
82,91,129,dark
38,85,146,dark
80,89,127,dark
36,83,67,dark
79,84,129,dark
65,65,65,dark
70,73,47,dark
47,100,157,dark
58,102,155,dark
81,79,49,dark
76,83,126,dark
80,96,133,dark
79,85,128,dark
55,90,133,dark
69,88,131,dark
56,103,157,dark
57,97,146,dark
65,79,127,dark
62,87,149,dark
46,72,58,dark
67,83,142,dark
51,87,141,dark
59,106,162,dark
44,64,111,dark
58,58,58,dark
32,62,49,dark
82,93,131,dark
45,105,159,dark
52,98,145,dark
82,85,63,dark
82,90,130,dark
73,70,79,dark
51,93,140,dark
79,80,54,dark
54,97,148,dark
48,100,153,dark
64,64,64,dark
49,88,140,dark
56,102,149,dark
47,87,135,dark
43,95,136,dark
58,103,154,dark
45,64,121,dark
74,86,122,dark
34,58,46,dark
83,92,130,dark
54,102,150,dark
56,96,144,dark
80,88,128,dark
92,94,65,dark
81,84,52,dark
83,82,68,dark
70,84,142,dark
83,91,131,dark
44,98,159,dark
81,90,128,dark
69,69,51,dark
44,101,157,dark
59,101,154,dark
70,82,122,dark
45,87,134,dark
41,95,150,dark
63,66,51,dark
83,91,131,dark
83,89,130,dark
49,100,162,dark
83,81,50,dark
50,99,155,dark
50,87,137,dark
50,102,155,dark
92,98,151,dark
84,113,144,dark
75,86,130,dark
58,58,58,dark
44,92,140,dark
82,85,46,dark
76,94,131,dark
55,98,149,dark
57,102,86,dark
47,47,47,dark
76,88,124,dark
79,91,131,dark
88,96,149,dark
40,93,150,dark
70,77,120,dark
80,86,127,dark
75,79,50,dark
47,89,136,dark
44,88,135,dark
69,94,138,dark
46,95,141,dark
45,105,159,dark
50,102,148,dark
61,81,146,dark
32,69,53,dark
56,76,57,dark
47,103,152,dark
92,87,149,dark
82,90,130,dark
33,76,63,dark
38,97,147,dark
58,56,46,dark
44,96,156,dark
41,93,153,dark
49,113,84,dark
91,77,65,dark
37,97,151,dark
75,74,54,dark
58,105,161,dark
78,95,146,dark
79,110,163,dark
80,86,127,dark
58,97,149,dark
90,93,97,dark
90,85,146,dark
42,91,141,dark
65,109,163,dark
49,103,156,dark
76,75,54,dark
64,110,158,dark
53,78,142,dark
93,94,144,dark
57,87,62,dark
57,96,148,dark
54,105,161,dark
45,91,145,dark
80,80,56,dark
43,99,146,dark
80,86,127,dark
50,51,49,dark
53,104,160,dark
58,105,159,dark
79,87,127,dark
78,77,49,dark
74,84,124,dark
45,92,143,dark
74,103,140,dark
55,74,141,dark
50,91,140,dark
48,80,69,dark
45,101,148,dark
37,39,163,dark
54,79,143,dark
53,96,145,dark
57,104,155,dark
85,80,49,dark
87,87,63,dark
68,98,155,dark
92,96,147,dark
46,84,138,dark
65,89,59,dark
80,77,49,dark
46,109,153,dark
46,88,135,dark
55,75,140,dark
86,91,46,dark
49,104,155,dark
46,92,140,dark
54,100,147,dark
81,78,50,dark
50,90,138,dark
59,76,67,dark
63,97,140,dark
51,93,138,dark
39,94,151,dark
78,87,125,dark
50,97,149,dark
88,97,135,dark
54,80,62,dark
59,94,134,dark
61,84,134,dark
50,50,50,dark
63,66,50,dark
92,87,148,dark
58,108,160,dark
53,100,151,dark
51,93,140,dark
55,103,155,dark
44,96,156,dark
44,100,149,dark
59,79,144,dark
75,83,123,dark
52,52,52,dark
79,85,128,dark
54,48,53,dark
64,64,64,dark
44,90,137,dark
79,87,127,dark
43,66,128,dark
40,96,145,dark
55,105,158,dark
90,42,60,dark
57,99,146,dark
64,78,126,dark
47,113,88,dark
78,87,131,dark
81,90,128,dark
45,99,160,dark
58,98,150,dark
74,81,124,dark
74,81,124,dark
